the_geom,BIN,NAME,Height Roof
"MULTIPOLYGON (((-74.014492640015 40.705111239341, -74.014514838599 40.705055665067, -74.014534271843 40.70506015977, -74.01454276453 40.705038898517, -74.014488038587 40.705026238822, -74.014438544322 40.705014789633, -74.014457921086 40.704966281138, -74.014332634783 40.704937299432, -74.014308988498 40.70499649751, -74.01434846791 40.705005630087, -74.01431845175 40.705080777924, -74.014264059024 40.705065858697, -74.014096127375 40.705019796604, -74.014178666352 40.70481315685, -74.014186734541 40.704792956477, -74.014190458193 40.704792014983, -74.014243669596 40.704778557466, -74.014280742893 40.704786182908, -74.014501745081 40.704831638317, -74.014760349939 40.704884827484, -74.014788271005 40.704921395481, -74.014684998869 40.70515576417, -74.014492640015 40.705111239341)))",1000043,,178.64
"MULTIPOLYGON (((-74.004463312337 40.719624152833, -74.004476132829 40.719608187194, -74.004986643543 40.7198455046, -74.00498740591 40.719863287837, -74.004989665744 40.7199160216, -74.005008479645 40.720354968021, -74.004889288398 40.720401048634, -74.004883228644 40.720403391118, -74.004456445094 40.720204995498, -74.004415481459 40.720185953094, -74.004415448318 40.720185938687, -74.004163029327 40.72006859635, -74.004121795997 40.720049428681, -74.004403037128 40.719699211758, -74.004463312337 40.719624152833)))",1002192,AT&T Telephone Building,462.89
"MULTIPOLYGON (((-73.982173997956 40.722238001539, -73.982254704662 40.722127741195, -73.982259005097 40.722121866032, -73.982266395876 40.722111767954, -73.982273673072 40.722114850619, -73.982283946831 40.722119203463, -73.982335301443 40.722140962262, -73.982341353064 40.722132695611, -73.982345687829 40.722126773624, -73.982517017626 40.722199362831, -73.982516297732 40.722200346078, -73.982506416954 40.722213845919, -73.982540776932 40.72222840337, -73.982564385002 40.722238405305, -73.982574233928 40.722242578857, -73.98257550262 40.722243115753, -73.982554626893 40.722271637136, -73.982546946052 40.722282129611, -73.982505324774 40.722338994981, -73.982483320598 40.722369056951, -73.982456296965 40.722357607359, -73.982392884841 40.722330740882, -73.982383179113 40.722326628571, -73.982382126501 40.722328066524, -73.982378221533 40.722333401446, -73.982339695686 40.722317078309, -73.982341448068 40.722314684123, -73.982344653268 40.722310306336, -73.982283028288 40.7222841965, -73.982278071885 40.722290969371, -73.98224952163 40.72227887293, -73.982238948429 40.722274393065, -73.982243906019 40.722267621097, -73.982173997956 40.722238001539)))",1004590,,80.25
"MULTIPOLYGON (((-73.992309304901 40.727361629341, -73.992352283834 40.727311200997, -73.99240610567 40.727248051861, -73.992483527235 40.727286240322, -73.992386725359 40.727399817867, -73.992309304901 40.727361629341)))",1008514,,56.08
"MULTIPOLYGON (((-73.974487425482 40.726930063964, -73.974610252945 40.726761901225, -73.974712922963 40.726805303141, -73.974785210188 40.726835860659, -73.974989933023 40.726922401904, -73.975013155808 40.726932218892, -73.975012876312 40.726932602448, -73.974890329048 40.727100382957, -73.974487425482 40.726930063964)))",1004565,,31.2
"MULTIPOLYGON (((-73.992787286848 40.700936938649, -73.992680520972 40.70090765446, -73.992662889779 40.700949181357, -73.992468774442 40.700895937749, -73.99255999361 40.700703310617, -73.992652244861 40.70072861463, -73.992676204908 40.700678019979, -73.992723505441 40.700690993956, -73.992746032271 40.700697172891, -73.992769896372 40.700646780829, -73.992787722231 40.700609136935, -73.992759465225 40.700601386255, -73.992777898212 40.700562460971, -73.992806155203 40.700570211648, -73.992808049982 40.70056620989, -73.992843865211 40.700576033108, -73.992880776024 40.70049808796, -73.993141012114 40.700569467548, -73.99312599606 40.70060117909, -73.993102097923 40.700651643264, -73.993090699023 40.700648516903, -73.992995610253 40.700849316369, -73.992976487336 40.700889699572, -73.992987410626 40.700892696242, -73.992945862772 40.700980434206, -73.992787286848 40.700936938649)))",3001540,,57
"MULTIPOLYGON (((-73.988408506306 40.725322750952, -73.988439670186 40.725280041129, -73.988462728846 40.725275141969, -73.988467794953 40.72526819865, -73.988481554774 40.725249341562, -73.988489761711 40.725252807542, -73.988514500241 40.725218904037, -73.988506292123 40.725215438058, -73.988527446835 40.725186444669, -73.988518704459 40.725171724974, -73.988551117257 40.725127302476, -73.988632068069 40.725161489325, -73.988620708158 40.725177058008, -73.988599655309 40.725205911845, -73.98858166302 40.725209341003, -73.988544579542 40.725260163865, -73.988534373536 40.725255853912, -73.988525736659 40.725267689346, -73.98853594385 40.725271999299, -73.988517690966 40.72529701723, -73.98851694508 40.725298038333, -73.988520621127 40.725314228055, -73.988489457282 40.7253569379, -73.988408506306 40.725322750952)))",1006192,,70.98
"MULTIPOLYGON (((-73.995462672969 40.713859275965, -73.995459371487 40.713836319117, -73.995471703802 40.713826975904, -73.995466994663 40.713794243058, -73.995452885636 40.713791225791, -73.9954445178 40.713733053373, -73.995520481024 40.713726726663, -73.995536092142 40.713725426932, -73.995544458873 40.713783596641, -73.995531720922 40.713788853329, -73.995536428909 40.713821586173, -73.995550899834 40.713828379285, -73.995555128753 40.713857785623, -73.995536444134 40.713859341883, -73.995540157299 40.713885155164, -73.995536269599 40.713885479198, -73.995490158051 40.71388931898, -73.995486446089 40.713863505697, -73.995463555415 40.713865412079, -73.995462672969 40.713859275965)))",1003500,,71.68
"MULTIPOLYGON (((-73.99016859749 40.720441833191, -73.990037924167 40.720403425122, -73.990065557017 40.720349003394, -73.990143661506 40.720371959599, -73.990197723862 40.720387850108, -73.990302425884 40.720418624891, -73.990274792015 40.720473046675, -73.99016859749 40.720441833191)))",1005487,,74.81
"MULTIPOLYGON (((-73.994932911482 40.713963496989, -73.995022089612 40.713956805581, -73.995023268848 40.71396590169, -73.995023605941 40.713968505981, -73.995026706886 40.713996667784, -73.995027251283 40.713996629986, -73.995027371927 40.713997559318, -73.995046038681 40.714141592292, -73.994956860305 40.714148284619, -73.994932911482 40.713963496989)))",1003509,,38.63
"MULTIPOLYGON (((-73.998295820775 40.718218039041, -73.99837428196 40.718090529742, -73.998450586404 40.718117710889, -73.998459085325 40.718120738518, -73.998416601748 40.718189778253, -73.998380624266 40.718248247875, -73.998351289277 40.71823779794, -73.998295820775 40.718218039041)))",1079546,,41.97
"MULTIPOLYGON (((-73.986247378253 40.702766080119, -73.986249673159 40.702728969395, -73.986251798288 40.702694616919, -73.986269639424 40.70269525571, -73.986289796193 40.702695977621, -73.986384134846 40.702699357633, -73.986468783822 40.702702389731, -73.98655435338 40.702705455194, -73.986566737342 40.702705898791, -73.986562316461 40.702777362004, -73.986529941345 40.702776201963, -73.986438719276 40.702772935002, -73.986325983228 40.702768896378, -73.986247378253 40.702766080119)))",3329419,,34.56
"MULTIPOLYGON (((-73.989413350793 40.725902280362, -73.989160940735 40.725795687024, -73.989198610089 40.725744061669, -73.989387926037 40.725824010266, -73.989467023428 40.72585741291, -73.989429355401 40.725909039253, -73.989413350793 40.725902280362)))",1006166,,51.02
"MULTIPOLYGON (((-73.997197209013 40.722722455563, -73.99723442989 40.722675859595, -73.997262093686 40.722641228458, -73.997377772097 40.722496410295, -73.997385170765 40.722499412763, -73.997529484587 40.72255798419, -73.997343920802 40.722790289921, -73.997301774006 40.722770802815, -73.997197209013 40.722722455563)))",1079952,,73.84522368
"MULTIPOLYGON (((-73.983823721339 40.723211660841, -73.983865179902 40.723154702226, -73.984020663345 40.723220207158, -73.983979204875 40.723277165829, -73.983945997945 40.723263176291, -73.98393232486 40.723267218572, -73.983882303419 40.723335943871, -73.983882298554 40.723336480574, -73.983882207491 40.723345955722, -73.983918123506 40.723361086602, -73.983877008228 40.723417575217, -73.983721524465 40.723352070093, -73.983762639835 40.723295582433, -73.98379482064 40.723309139635, -73.983809695065 40.723305354184, -73.983830613242 40.72327661466, -73.983859716557 40.723236628916, -73.98385487483 40.723224786537, -73.983823721339 40.723211660841)))",1005005,,63
"MULTIPOLYGON (((-74.003285990736 40.720210265041, -74.003364226034 40.720111629032, -74.003508487302 40.72018203379, -74.003410204442 40.72029861135, -74.003285990736 40.720210265041)))",1002707,,85.18
"MULTIPOLYGON (((-74.008700468136 40.709335736692, -74.0087776207 40.709260512935, -74.008828070017 40.709211324056, -74.00886721945 40.709173152879, -74.008882478541 40.70916870948, -74.008892394878 40.709165822576, -74.008959118255 40.709242766082, -74.008981908984 40.709269046625, -74.008883297573 40.709373884587, -74.008846984661 40.709412490497, -74.008751771308 40.70936261216, -74.008700468136 40.709335736692)))",1001095,,27.57
"MULTIPOLYGON (((-73.994030750767 40.699653281013, -73.993929623198 40.69962419098, -73.993908148494 40.699618013232, -73.993941966095 40.699549918275, -73.993998691218 40.699566235827, -73.994169119954 40.69961526127, -73.994140629129 40.699672629661, -73.99407925398 40.69965497468, -73.994073927395 40.699665701308, -73.994030750767 40.699653281013)))",3001639,,43.48531835
"MULTIPOLYGON (((-73.985234786323 40.719341680105, -73.985295165121 40.719226078557, -73.98536982968 40.719248653047, -73.985314420492 40.719354739579, -73.985299504881 40.719383296449, -73.985224841378 40.719360721914, -73.985234786323 40.719341680105)))",1004234,,57.9
"MULTIPOLYGON (((-73.999088304847 40.715471677183, -73.999080602719 40.715469029621, -73.999072635492 40.715466290204, -73.999110656011 40.71540226331, -73.999118952241 40.715405128798, -73.99919395919 40.715431032529, -73.999156002644 40.71549495139, -73.999088304847 40.715471677183)))",1079237,,51.87117437
"MULTIPOLYGON (((-73.9873640408 40.713705015255, -73.987448871363 40.713698057282, -73.987465632949 40.713816382606, -73.987468216568 40.713834625432, -73.987383385834 40.713841582518, -73.9873640408 40.713705015255)))",1075786,,75.92
"MULTIPOLYGON (((-74.011212143948 40.703352081332, -74.011195287747 40.703300231498, -74.01119050366 40.703285517599, -74.011212245374 40.703279748605, -74.011240971267 40.703368108531, -74.011437080048 40.703331182629, -74.011448988783 40.703435928086, -74.011253507929 40.703479312418, -74.011212143948 40.703352081332)))",1078965,Fraunces Tavern,47.83
"MULTIPOLYGON (((-73.993343605555 40.713905528576, -73.993434837134 40.713898261289, -73.993443211256 40.713959121877, -73.993450134316 40.714009449108, -73.993451528627 40.714019581732, -73.993457699551 40.714064436517, -73.993466625914 40.714106042415, -73.993487382213 40.714256940351, -73.993454153663 40.714259586869, -73.993398696997 40.714264003409, -73.99339859172 40.714263473903, -73.993379703556 40.714167911535, -73.993371681885 40.714109603012, -73.993357198446 40.714004330685, -73.993344439292 40.713911589961, -73.993343605555 40.713905528576)))",1003548,,46
"MULTIPOLYGON (((-73.99510608986 40.721403606019, -73.995156545354 40.721274127458, -73.995178418692 40.7212179951, -73.995262901075 40.721237051591, -73.995260849532 40.721242315886, -73.995185331701 40.721436109654, -73.99510608986 40.721403606019)))",1007163,,58.44
"MULTIPOLYGON (((-73.993938013994 40.71848036924, -73.99395209595 40.718452761242, -73.993982044928 40.718394049552, -73.993989323824 40.718379779549, -73.994019721378 40.718320186274, -73.994102529301 40.718344639393, -73.994006697531 40.718532513269, -73.993944268335 40.718514078363, -73.99392388941 40.718508060081, -73.993938013994 40.71848036924)))",1005647,,63.74
"MULTIPOLYGON (((-73.9789726211 40.724351188732, -73.978867731778 40.724307115711, -73.978859222478 40.724303540928, -73.978857175039 40.724302680565, -73.978928938943 40.724203825891, -73.978969396545 40.724220825899, -73.979116363675 40.724282579865, -73.979050504199 40.724373300527, -73.978978525341 40.724343055509, -73.9789726211 40.724351188732)))",1004720,,70.27
"MULTIPOLYGON (((-73.991535899993 40.725689028023, -73.991576265753 40.725631734282, -73.991629161351 40.725653304434, -73.9916923627 40.725679077081, -73.991812787108 40.725728184168, -73.991788942397 40.725792214978, -73.991717182187 40.725762952296, -73.991535899993 40.725689028023)))",1006543,,55
"MULTIPOLYGON (((-73.987293780359 40.725724594992, -73.987270844177 40.725756291284, -73.987243006263 40.72579476336, -73.986926027558 40.725662009864, -73.9869538656 40.725623537863, -73.986996517698 40.725564595353, -73.98721242442 40.725655018949, -73.987312926584 40.72569813564, -73.987293780359 40.725724594992)))",1088693,,80
"MULTIPOLYGON (((-73.976642344095 40.723318721572, -73.976584563068 40.723294306929, -73.976567799473 40.723297201359, -73.976550963681 40.723320265384, -73.976483053502 40.723291571207, -73.976546218806 40.723205042422, -73.976764115308 40.723297110566, -73.976700368758 40.723384436303, -73.97663141464 40.723355300753, -73.976648385412 40.723332051239, -73.976642344095 40.723318721572)))",1004510,,66.89
"MULTIPOLYGON (((-73.991478864957 40.715010197086, -73.991532574023 40.714905970558, -73.991609368448 40.714928881565, -73.991555659483 40.715033108128, -73.991478864957 40.715010197086)))",1003860,,54.31
"MULTIPOLYGON (((-74.005202431605 40.716977319978, -74.005363432957 40.716774501463, -74.005510512752 40.716842097621, -74.00543365365 40.716938915136, -74.005349505766 40.717044913639, -74.005314449887 40.717089072684, -74.005323858036 40.7170933965, -74.005427113412 40.717140851268, -74.005431858327 40.71714303208, -74.005259434045 40.717360228749, -74.00515143353 40.71731059481, -74.00508295241 40.717279121421, -74.004994934264 40.717238668953, -74.005163475163 40.717026363521, -74.005176498518 40.717009959241, -74.005188975136 40.716994260084, -74.005202431605 40.716977319978)))",1001874,,86
"MULTIPOLYGON (((-74.001870931123 40.707746850669, -74.001898065046 40.707732937324, -74.001990986517 40.707685292397, -74.00211746449 40.707833303587, -74.00212116735 40.707837635879, -74.001999820714 40.70789768415, -74.001870931123 40.707746850669)))",1001340,,46
"MULTIPOLYGON (((-74.002364131483 40.719064551773, -74.002409660067 40.719085426451, -74.002385871671 40.719115461657, -74.002340343073 40.71909458697, -74.002364131483 40.719064551773)))",1090921,,8
"MULTIPOLYGON (((-73.997625482746 40.711058126392, -73.997621301067 40.711043998189, -73.997617683351 40.711044618566, -73.997612271074 40.711026334479, -73.997595986929 40.710971321025, -73.997600453153 40.710970555684, -73.997523620309 40.710710997072, -73.997505837129 40.710650921798, -73.997504706968 40.710651115384, -73.997501314121 40.71065169704, -73.997493212368 40.710624329434, -73.997479435734 40.710577788923, -73.997481223871 40.710577482788, -73.997485273508 40.710576788582, -73.997484867652 40.710575416195, -73.997477340975 40.710549990101, -73.997506850534 40.710544932573, -73.997542142237 40.710538883698, -73.997542691268 40.710540738763, -73.997546512006 40.710553644968, -73.998086990819 40.710461003427, -73.998088887631 40.710467412396, -73.998116368744 40.710462701374, -73.998114057779 40.710454897508, -73.99811339632 40.710452662429, -73.998173785637 40.710442311126, -73.998174430531 40.710444488572, -73.998178748369 40.710459071516, -73.998186367151 40.710457765895, -73.99818698134 40.710457660545, -73.998208925553 40.710531788255, -73.998208008411 40.71053194583, -73.998200964758 40.710533152405, -73.99821886213 40.710593611193, -73.998295155591 40.710851336796, -73.998300133034 40.710850483185, -73.998321957988 40.710924207439, -73.99831593085 40.710925240237, -73.998330764837 40.710975347585, -73.998231522285 40.710992358559, -73.998160604793 40.711004514348, -73.998143962845 40.710948296981, -73.998142860009 40.71094457155, -73.998073321233 40.710956490472, -73.997788912694 40.711005239932, -73.997795920081 40.711028912699, -73.997625482746 40.711058126392)))",1083359,,68.76448575
